1  31  1780  1487.5066  4834.3345  106.27601
1  31  2653  1487.5066  4745.2444  1284.4996
1  31  2887  1487.5066  1725.1011  555.65093
1  378  2653  1193.5861  4745.2444  705.1985
1  1780  2653  4834.3345  4745.2444  357.8973
2  967  2508  2924.0262  1824.3079  7.7531656
2  967  2614  2924.0262  419.57712  34.031658
2  967  2716  2924.0262  3849.6244  21703.66
2  2508  2614  1824.3079  419.57712  595.95411
2  2508  2716  1824.3079  3849.6244  15199.99
4  1033  1917  208.38391  143.41081  9.106604
4  1033  2479  208.38391  2437.4327  247.73637
4  1033  2561  208.38391  3263.6978  484.47261
4  1917  2561  143.41081  3263.6978  8363.9149
4  2203  2561  1508.9462  3263.6978  3759.4811
5  286  1115  1117.5877  7136.8483  8467.457
5  286  1515  1117.5877  9.6945651  1157.0948
5  286  2161  1117.5877  541.8704  46.342869
5  294  436  2408.6186  31125.507  24740.63
5  294  1093  2408.6186  486.6379  1295.2177
5  294  1933  2408.6186  1742.2696  2697.0468
5  294  2161  2408.6186  541.8704  388.62267
5  436  1093  31125.507  486.6379  5342.7205
5  436  1115  31125.507  7136.8483  3012.2562
5  436  1515  31125.507  9.6945651  13434.105
5  436  1933  31125.507  1742.2696  3959.3347
5  436  2161  31125.507  541.8704  16640.888
5  1093  1115  486.6379  7136.8483  1106.1185
5  1093  1742  486.6379  680.47895  250.45713
5  1093  1933  486.6379  1742.2696  1295.9907
5  1093  2161  486.6379  541.8704  0.69129172
5  1115  1515  7136.8483  9.6945651  609.95692
5  1515  2161  9.6945651  541.8704  9552.4234
6  2703  2740  250.58005  504.36302  138.80233
7  313  1022  10679.797  80.095494  375.64684
7  313  2001  10679.797  869.12738  1905.852
7  313  2089  10679.797  513.64858  611.40842
7  313  2361  10679.797  5141.1226  295.40293
7  1897  2507  1059.2275  117.67685  2158.7038
7  2001  2089  869.12738  513.64858  3827.461
7  2089  2361  513.64858  5141.1226  7597.3986
7  2089  2507  513.64858  117.67685  1471.578
7  2361  2507  5141.1226  117.67685  868.51696
8  1824  2833  490.13551  1200.4834  0.24732087
8  2255  2833  271.61508  1200.4834  12051.81
10  264  1315  1747.3091  1793.0021  1713.4387
10  264  2991  1747.3091  2412.7337  96.493663
10  759  782  5086.7209  115.38501  6199.7088
10  759  1315  5086.7209  1793.0021  1861.0706
10  782  1315  115.38501  1793.0021  14264.565
11  146  363  6382.8158  24.401402  10869.18
11  146  1067  6382.8158  2035.6582  23086.116
11  363  1067  24.401402  2035.6582  218.85943
11  363  1420  24.401402  1341.3614  1266.1842
11  363  2679  24.401402  156.77565  82.261721
11  397  2567  5282.6269  472.90012  176.96553
11  397  2679  5282.6269  156.77565  168.63776
11  1067  2679  2035.6582  156.77565  2197.1255
11  1420  2567  1341.3614  472.90012  163.19177
11  1420  2679  1341.3614  156.77565  457.57255
11  2567  2679  472.90012  156.77565  1224.9135
12  161  1721  737.19252  2499.3348  31349.625
12  161  2067  737.19252  16168.964  164.41044
12  161  3050  737.19252  9070.2866  94.299742
12  1352  2067  359.91894  16168.964  22.704461
12  1352  3050  359.91894  9070.2866  13958.978
12  1721  2067  2499.3348  16168.964  581.97566
12  1721  3050  2499.3348  9070.2866  700.45066
12  2067  3050  16168.964  9070.2866  10105.283
13  388  1029  2664.9993  158.5813  100.59173
13  388  1377  2664.9993  721.99516  231.23144
13  1029  1929  158.5813  477.51927  8984.7068
13  1029  2894  158.5813  692.48137  13183.811
13  1029  3010  158.5813  180.48629  600.50832
13  1377  1486  721.99516  2055.1858  40072.948
13  1377  1592  721.99516  12733.431  152.88766
13  1486  1592  2055.1858  12733.431  2104.7925
13  1486  2894  2055.1858  692.48137  10970.23
13  1592  1929  12733.431  477.51927  156.95515
13  1592  2894  12733.431  692.48137  46298.377
13  1929  2894  477.51927  692.48137  16308.797
14  441  824  10046.372  935.58849  563.93371
14  824  2095  935.58849  439.24485  828.82574
14  824  2168  935.58849  3291.5428  3350.2827
14  2095  2168  439.24485  3291.5428  1422.6317
15  393  1209  10078.923  8964.4461  2637.755
15  393  2707  10078.923  22911.333  17716.101
15  393  2832  10078.923  4209.9128  3544.3711
15  393  3004  10078.923  3729.8256  1888.5657
15  461  1209  3705.5504  8964.4461  466.45299
15  461  2832  3705.5504  4209.9128  13953.443
15  461  3004  3705.5504  3729.8256  527.49752
15  1209  2707  8964.4461  22911.333  819.23223
15  1209  2832  8964.4461  4209.9128  2600.8326
15  1209  3004  8964.4461  3729.8256  1693.359
15  1356  2707  345.17901  22911.333  2529.2026
15  1356  2782  345.17901  1681.5796  4686.7081
15  2707  2832  22911.333  4209.9128  2123.6254
15  2707  3004  22911.333  3729.8256  6253.0493
15  2782  3004  1681.5796  3729.8256  0.480347
15  2832  3004  4209.9128  3729.8256  6231.1929
16  1678  1755  514.69134  2706.143  11511.394
16  1755  2141  2706.143  846.55191  1853.3554
16  1755  2388  2706.143  43.226356  871.7192
16  1755  3084  2706.143  1545.354  804.84184
16  2141  2343  846.55191  215.27784  1794.3394
16  2141  3084  846.55191  1545.354  4578.3521
17  913  1222  2073.3276  997.58515  8661.2007
17  913  2733  2073.3276  122.08531  982.15735
18  1793  2672  568.32589  5009.8287  1293.642
18  1793  2892  568.32589  2149.4301  1374.9523
18  2672  2892  5009.8287  2149.4301  3678.2443
19  756  2455  251.68584  1883.4662  19.972998
19  974  2217  37570.934  112.00966  167.48044
19  974  2455  37570.934  1883.4662  23933.222
23  1263  2105  18.396582  213.94007  3343.1432
25  1124  2924  6482.3569  111.82746  6485.2845
25  2320  2924  40.92992  111.82746  22.783938
26  349  1249  6775.8226  2235.1007  38516.403
26  349  2433  6775.8226  2029.2485  585.77966
26  1249  2433  2235.1007  2029.2485  12277.856
27  1848  2890  364.68822  615.80449  7887.9475
27  2873  2890  974.92553  615.80449  108.62273
28  523  1444  90.123752  333.80044  1699.6515
28  523  3008  90.123752  1932.3753  128.1255
28  1444  2339  333.80044  7700.7796  2104.8486
28  1444  3008  333.80044  1932.3753  1586.9465
28  1444  3106  333.80044  49.535815  720.50254
28  2339  3008  7700.7796  1932.3753  27.205865
28  2339  3106  7700.7796  49.535815  4128.2721
28  3008  3106  1932.3753  49.535815  2600.2541
30  529  1298  3289.4541  633.50128  288.30275
31  439  1780  909.42832  106.27601  4949.1402
31  439  1818  909.42832  14004.618  20937.793
31  439  2653  909.42832  1284.4996  43.521108
31  439  2887  909.42832  555.65093  6523.7808
31  806  1780  1844.3316  106.27601  546.93594
31  806  1818  1844.3316  14004.618  74.520049
31  1780  1818  106.27601  14004.618  1074.1684
31  1780  2653  106.27601  1284.4996  357.8973
31  1818  2887  14004.618  555.65093  141.17892
33  1486  1828  5409.0982  649.03542  307.70376
33  1486  2686  5409.0982  69.878869  1109.875
33  1486  2894  5409.0982  1530.8586  10970.23
33  1828  2686  649.03542  69.878869  66.719868
34  283  538  196.06624  433.004  1265.5524
34  283  1472  196.06624  13331.958  21226.05
34  538  1304  433.004  6078.2936  55.972661
34  538  1472  433.004  13331.958  2966.3705
34  538  1891  433.004  43978.5  13293.82
34  538  2261  433.004  2933.0688  7318.6984
34  1304  1472  6078.2936  13331.958  18966.014
34  1304  1891  6078.2936  43978.5  2382.4541
34  1304  2261  6078.2936  2933.0688  15400.772
34  1472  1891  13331.958  43978.5  458.57455
34  1472  2261  13331.958  2933.0688  3967.9296
34  1891  2261  43978.5  2933.0688  5681.4368
34  1891  2529  43978.5  2360.3957  408.94867
36  690  1144  692.59701  1715.3248  11377.257
36  690  2074  692.59701  359.21729  7640.3147
36  1144  1772  1715.3248  11068.456  1259.645
36  1772  2074  11068.456  359.21729  1238.8841
37  2188  2935  83.542148  22.044613  2661.3178
38  569  2057  1603.6029  7172.4621  703.77122
38  643  2963  1262.8215  206.32952  699.91241
38  2057  2181  7172.4621  209.7356  3436.761
40  586  591  36773.648  2992.4663  3257.0433
40  586  895  36773.648  1617.8511  4769.6798
40  586  1694  36773.648  128.53617  1070.877
40  591  895  2992.4663  1617.8511  9298.7085
41  2027  2620  71.891261  328.91141  33.557448
43  985  1064  642.83384  801.45422  431.26353
43  985  1579  642.83384  520.33066  214.31381
43  1064  1579  801.45422  520.33066  153.40451
44  98  1646  4752.9071  3328.2879  4929.9734
44  98  2501  4752.9071  308.93781  473.32022
44  98  2720  4752.9071  1902.334  90.566278
44  98  2801  4752.9071  998.44647  108.52461
44  1646  2426  3328.2879  745.21628  2327.57
44  1646  2501  3328.2879  308.93781  3946.0056
44  1646  2720  3328.2879  1902.334  2649.6476
44  2426  2501  745.21628  308.93781  2885.5429
44  2426  2720  745.21628  1902.334  9062.6409
44  2501  2720  308.93781  1902.334  1277.1184
44  2720  2801  1902.334  998.44647  1537.1627
45  833  1435  66.483105  20483.015  15856.459
45  937  1435  24.984354  20483.015  617.5886
46  2287  2822  3009.5551  246.89918  487.7163
50  341  726  5121.9557  547.766  9545.0789
50  726  1396  547.766  242.84468  4.222976
51  169  1426  60236.826  5873.0091  1379.198
51  373  2297  10967.745  4328.4003  4053.8796
51  647  679  10019.46  9.6655866  36.640739
51  647  2297  10019.46  4328.4003  1132.342
51  647  2363  10019.46  620.65848  1462.6651
51  647  3044  10019.46  35711.993  1599.69
51  679  710  9.6655866  34075.55  31.395199
51  679  1426  9.6655866  5873.0091  2210.9592
51  679  2297  9.6655866  4328.4003  1563.2623
51  679  2363  9.6655866  620.65848  423.6089
51  710  2297  34075.55  4328.4003  7507.9935
51  710  2363  34075.55  620.65848  10.608324
51  1426  3044  5873.0091  35711.993  2021.8529
51  1426  3075  5873.0091  30093.965  4090.3945
51  2363  3044  620.65848  35711.993  1924.5248
52  1903  2309  81.211103  1197.0297  53.6084
52  1903  2576  81.211103  1738.626  90.459252
52  1983  2749  1089.3733  598.14747  2524.4367
52  2309  2494  1197.0297  14340.433  1922.682
52  2494  2576  14340.433  1738.626  240.41777
54  718  2971  144.22486  1160.9284  127.31722
55  717  1213  43848.002  3202.5421  162.84371
55  717  1599  43848.002  679.72077  19.944417
55  717  1920  43848.002  6588.4636  201.27417
55  717  2531  43848.002  3819.5782  99.521896
55  1213  1725  3202.5421  288.17594  856.52133
55  1213  2531  3202.5421  3819.5782  9.5748281
55  1213  2709  3202.5421  7086.4136  771.78778
55  1725  2709  288.17594  7086.4136  3239.3497
55  1920  2531  6588.4636  3819.5782  1275.4932
55  1920  2709  6588.4636  7086.4136  1099.7112
56  125  1042  1942.6236  8933.4033  1311.4461
56  125  1289  1942.6236  8493.669  97.001093
56  125  1855  1942.6236  23375.705  59.007118
56  125  2746  1942.6236  3819.4715  586.20213
56  125  2867  1942.6236  873.16784  606.88107
